title,link,label
family victim seoul stampede still waiting answer year halloween tragedy south china morning post,https://news.google.com/rss/articles/CCAiC3BUaHRRdWduTTFjmAEB?oc=5,Negative
israel target hamas mile tunnel network gaza next phase war begin cbs news,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvaXNyYWVsLWhhbWFzLXdhci1uZXdzLXRhcmdldHMtdHVubmVsLW5ldHdvcmstZ2F6YS1uZXh0LXBoYXNlL9IBXmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXdzL2lzcmFlbC1oYW1hcy13YXItbmV3cy10YXJnZXRzLXR1bm5lbC1uZXR3b3JrLWdhemEtbmV4dC1waGFzZS8?oc=5,Negative
exjehovahs witness claim responsibility facebook video deadly blast india new york post,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzEwLzI5L25ld3MvZXgtamVob3ZhaHMtd2l0bmVzcy1jbGFpbXMtcmVzcG9uc2liaWxpdHktaW4tZmFjZWJvb2stdmlkZW8tZm9yLWRlYWRseS1ibGFzdHMtaW4taW5kaWEv0gF-aHR0cHM6Ly9ueXBvc3QuY29tLzIwMjMvMTAvMjkvbmV3cy9leC1qZWhvdmFocy13aXRuZXNzLWNsYWltcy1yZXNwb25zaWJpbGl0eS1pbi1mYWNlYm9vay12aWRlby1mb3ItZGVhZGx5LWJsYXN0cy1pbi1pbmRpYS9hbXAv?oc=5,Neutral
farright german politician arrested sieg heil salute heard guardian,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS93b3JsZC8yMDIzL29jdC8zMC9mYXItcmlnaHQtZ2VybWFuLXBvbGl0aWNpYW4tYXJyZXN0ZWQtYWZ0ZXItc2llZy1oZWlsLXNhbHV0ZXMtaGVhcmTSAXBodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vd29ybGQvMjAyMy9vY3QvMzAvZmFyLXJpZ2h0LWdlcm1hbi1wb2xpdGljaWFuLWFycmVzdGVkLWFmdGVyLXNpZWctaGVpbC1zYWx1dGVzLWhlYXJk?oc=5,Negative
colombia leftist president dealt blow local election financial time,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2RjMjllNzk2LTQ4NGYtNDkyMS1iZDVmLWRkZWE4NWI0YTIwMdIBAA?oc=5,Neutral
global national oct un warns civil order starting break gaza global news,https://news.google.com/rss/articles/CCAiC1JZeDhoTGJoOEJVmAEB?oc=5,Negative
g call immediate repeal ban japanese food pressing china reuters,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2c3LWNhbGxzLWltbWVkaWF0ZS1yZXBlYWwtYmFucy1qYXBhbmVzZS1mb29kLXByZXNzaW5nLWNoaW5hLTIwMjMtMTAtMjkv0gEA?oc=5,Negative
ground invasion endanger israeli hostage held gaza democracy,https://news.google.com/rss/articles/CCAiC3ppM2VjNkkyQ0o4mAEB?oc=5,Neutral
israeli force attack north gaza main city side five story know reuters,https://news.google.com/rss/articles/CCAiC2trcEFITkd3dGhZmAEB?oc=5,Negative
turkey turn ataturk dream erdogans reality dw news dw news,https://news.google.com/rss/articles/CCAiC1lUSDhOd2loMFBRmAEB?oc=5,Positive
russian loss avdiivka offensive among worst uk intel business insider,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vcnVzc2lhbi1sb3NzZXMtYXZkaWl2a2Etb2ZmZW5zaXZlLXdvcnN0LXVrLWludGVsLTIwMjMtMTDSAVxodHRwczovL3d3dy5idXNpbmVzc2luc2lkZXIuY29tL3J1c3NpYW4tbG9zc2VzLWF2ZGlpdmthLW9mZmVuc2l2ZS13b3JzdC11ay1pbnRlbC0yMDIzLTEwP2FtcA?oc=5,Negative
icc prosecutor warns keeping aid gaza may crime israelhamas war probed time israel,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL2ljYy1wcm9zZWN1dG9yLXdhcm5zLWtlZXBpbmctYWlkLWZyb20tZ2F6YS1tYXktYmUtYS1jcmltZS1hcy1pc3JhZWwtaGFtYXMtd2FyLXByb2JlZC_SAXdodHRwczovL3d3dy50aW1lc29maXNyYWVsLmNvbS9pY2MtcHJvc2VjdXRvci13YXJucy1rZWVwaW5nLWFpZC1mcm9tLWdhemEtbWF5LWJlLWEtY3JpbWUtYXMtaXNyYWVsLWhhbWFzLXdhci1wcm9iZWQvYW1wLw?oc=5,Negative
morning show threat impeach fubara river assembly set ablaze arise news,https://news.google.com/rss/articles/CCAiC0pGQTA4b0RsT0k0mAEB?oc=5,Negative
reuters al jazeera journalist targeted lebanon strike press group al jazeera english,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzEwLzMwL3JldXRlcnMtYWwtamF6ZWVyYS1qb3VybmFsaXN0cy10YXJnZXRlZC1pbi1sZWJhbm9uLXN0cmlrZS1wcmVzcy1ncm91cNIBc2h0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL25ld3MvMjAyMy8xMC8zMC9yZXV0ZXJzLWFsLWphemVlcmEtam91cm5hbGlzdHMtdGFyZ2V0ZWQtaW4tbGViYW5vbi1zdHJpa2UtcHJlc3MtZ3JvdXA?oc=5,Negative
china foreign minister suggests road xibiden summit smooth reuters,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2NoaW5hcy1mb3JlaWduLW1pbmlzdGVyLXNheXMtcm9hZC1zYW4tZnJhbmNpc2NvLXN1bW1pdC13aWxsLW5vdC1iZS1zbW9vdGgtMjAyMy0xMC0yOS_SAQA?oc=5,Neutral
eu nation voted un resolution humanitarian ceasefire gaza strip anadolu agency english,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9ldXJvcGUvNC1ldS1uYXRpb25zLXZvdGVkLW5vLXRvLXVuLXJlc29sdXRpb24tZm9yLWh1bWFuaXRhcmlhbi1jZWFzZS1maXJlLWluLWdhemEtc3RyaXAvMzAzNjUzMdIBAA?oc=5,Neutral
al jazeera correspondent receives threat telling leave home al jazeera english,https://news.google.com/rss/articles/CCAiC1BCR3gzZnFEby1JmAEB?oc=5,Negative
gaza city night sky filled explosion flare afp afp news agency,https://news.google.com/rss/articles/CCAiC0lLMkVqY1pPTlk4mAEB?oc=5,Neutral
king charles queen camillas kenya visit symbolic royal family channel,https://news.google.com/rss/articles/CCAiC1RQVU9PYnhoZnNvmAEB?oc=5,Neutral
snchezs backing catalan amnesty spark big farright protest politico europe,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnBvbGl0aWNvLmV1L2FydGljbGUvY2F0YWxvbmlhLWFtbmVzdHktc3BhaW4tcGVkcm8tc2FuY2hlei1mYXItcmlnaHQtcHJvdGVzdC_SAQA?oc=5,Neutral
euaustralia free trade deal collapse canberra say negotiation could pause year france english,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi9ldXJvcGUvMjAyMzEwMzAtZXUtYXVzdHJhbGlhLWZyZWUtdHJhZGUtZGVhbC1jb2xsYXBzZXMtY291bGQtdGFrZS15ZWFycy10by1yZXN1cnJlY3TSAQA?oc=5,Neutral
russian western diplomat honor victim soviet terror newser,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3Lm5ld3Nlci5jb20vc3RvcnkvMzQxOTk5L3J1c3NpYW5zLWRpcGxvbWF0cy1ob25vci12aWN0aW1zLW9mLXNvdmlldC1yZXByZXNzaW9uLmh0bWzSAQA?oc=5,Negative
turkish fund denies supporting hamas u sanction move jerusalem post,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9pbnRlcm5hdGlvbmFsL2FydGljbGUtNzcwNzY10gEA?oc=5,Neutral
germany eye import nigerian natural gas scholz visit bloomberg,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTEwLTI5L2dlcm1hbnktZXllcy1pbXBvcnRzLW9mLW5pZ2VyaWFuLW5hdHVyYWwtZ2FzLWluLXNjaG9sei12aXNpdNIBAA?oc=5,Positive
russia say shot ukrainian drone fighting grind ukraine east abc news,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vYWJjbmV3cy5nby5jb20vSW50ZXJuYXRpb25hbC93aXJlU3RvcnkvcnVzc2lhLXNob3QtMzYtdWtyYWluaWFuLWRyb25lcy1maWdodGluZy1ncmluZHMtdWtyYWluZXMtMTA0NDU4MDY40gF1aHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9hbXAvSW50ZXJuYXRpb25hbC93aXJlU3RvcnkvcnVzc2lhLXNob3QtMzYtdWtyYWluaWFuLWRyb25lcy1maWdodGluZy1ncmluZHMtdWtyYWluZXMtMTA0NDU4MDY4?oc=5,Negative
former indian ambassador qatar explains option save exnavy officer qatar death penalty time india,https://news.google.com/rss/articles/CCAiC2wxWXlHMzAxYW8wmAEB?oc=5,Negative
cbs weekend news full episode october cbs evening news,https://news.google.com/rss/articles/CCAiC1dxS1MxS2MwZDM0mAEB?oc=5,Neutral
israel summons russian ambassador moscow hosting hamas official time israel,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL2lzcmFlbC1zdW1tb25zLXJ1c3NpYW4tYW1iYXNzYWRvci1vdmVyLW1vc2Nvd3MtaG9zdGluZy1vZi1oYW1hcy1vZmZpY2lhbHMv0gFsaHR0cHM6Ly93d3cudGltZXNvZmlzcmFlbC5jb20vaXNyYWVsLXN1bW1vbnMtcnVzc2lhbi1hbWJhc3NhZG9yLW92ZXItbW9zY293cy1ob3N0aW5nLW9mLWhhbWFzLW9mZmljaWFscy9hbXAv?oc=5,Neutral
palestine red crescent say israel order evacuation alquds hospital al jazeera english,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vbmV3cy8yMDIzLzEwLzI5L3BhbGVzdGluZS1yZWQtY3Jlc2NlbnQtc2F5cy1pc3JhZWwtb3JkZXJzLWV2YWN1YXRpb24tb2YtYWwtcXVkcy1ob3NwaXRhbNIBdmh0dHBzOi8vd3d3LmFsamF6ZWVyYS5jb20vYW1wL25ld3MvMjAyMy8xMC8yOS9wYWxlc3RpbmUtcmVkLWNyZXNjZW50LXNheXMtaXNyYWVsLW9yZGVycy1ldmFjdWF0aW9uLW9mLWFsLXF1ZHMtaG9zcGl0YWw?oc=5,Neutral
israel strike iranian asset syrian golan height jnsorg jnsorg,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3Lmpucy5vcmcvaXNyYWVsLXN0cmlrZXMtaXJhbmlhbi1hc3NldHMtaW4tc3lyaWFuLWdvbGFuLWhlaWdodHMv0gEA?oc=5,Positive
army base israel identifies dead went house house burning family family fox news,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3dvcmxkL2F0LWFybXktYmFzZS1pc3JhZWwtaWRlbnRpZmllcy1pdHMtZGVhZC13ZW50LWhvdXNlLXRvLWhvdXNlLWJ1cm5pbmctZmFtaWx5LWFmdGVyLWZhbWlsedIBeWh0dHBzOi8vd3d3LmZveG5ld3MuY29tL3dvcmxkL2F0LWFybXktYmFzZS1pc3JhZWwtaWRlbnRpZmllcy1pdHMtZGVhZC13ZW50LWhvdXNlLXRvLWhvdXNlLWJ1cm5pbmctZmFtaWx5LWFmdGVyLWZhbWlseS5hbXA?oc=5,Negative
democrat warn biden israel conducting response washington post,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9wb2xpdGljcy8yMDIzLzEwLzI5L2JpZGVuLWRlbW9jcmF0cy1pc3JhZWwtd2FyL9IBAA?oc=5,Negative
escalating west bank violence palestinian living fear al jazeera english,https://news.google.com/rss/articles/CCAiC0c0YzJSMmJpeHg4mAEB?oc=5,Negative
georgian fear influx migrant russia ukraine invasion cbs news,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvcnVzc2lhbi1taWdyYXRpb24tdG8tZ2VvcmdpYS02MC1taW51dGVzL9IBSWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXdzL3J1c3NpYW4tbWlncmF0aW9uLXRvLWdlb3JnaWEtNjAtbWludXRlcy8?oc=5,Negative
death toll rise arcelormittal kazakh coal mine fire reuters,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL2FzaWEtcGFjaWZpYy9kZWF0aC10b2xsLWFyY2Vsb3JtaXR0YWwtbWluZS1maXJlLWthemFraHN0YW4tcmlzZXMtMzgtb2ZmaWNpYWxzLTIwMjMtMTAtMjkv0gEA?oc=5,Negative
safety hostage v pledge destroy hamas fight keep spotlight hamas captive wion wion,https://news.google.com/rss/articles/CCAiC1ZNZmo2NG41b0J3mAEB?oc=5,Negative
putin ally warns eu seizing russian asset ukraine reconstruction voice america voa news,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvcHV0aW4tYWxseS13YXJucy1ldS1hZ2FpbnN0LXNlaXppbmctcnVzc2lhbi1hc3NldHMtZm9yLXVrcmFpbmUtcy1yZWNvbnN0cnVjdGlvbi83MzMyNDY4Lmh0bWzSAXhodHRwczovL3d3dy52b2FuZXdzLmNvbS9hbXAvcHV0aW4tYWxseS13YXJucy1ldS1hZ2FpbnN0LXNlaXppbmctcnVzc2lhbi1hc3NldHMtZm9yLXVrcmFpbmUtcy1yZWNvbnN0cnVjdGlvbi83MzMyNDY4Lmh0bWw?oc=5,Positive
hundred thousand rally around world support palestinian france english france english,https://news.google.com/rss/articles/CCAiC0VWRVhHNkNKZHVvmAEB?oc=5,Positive
israel withdraws diplomat turkey harsh rebuke erdogan hill,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vdGhlaGlsbC5jb20vcG9saWN5L2ludGVybmF0aW9uYWwvNDI4MTI5NS1pc3JhZWwtd2l0aGRyYXdzLWRpcGxvbWF0cy1mcm9tLXR1cmtleS_SAVxodHRwczovL3RoZWhpbGwuY29tL3BvbGljeS9pbnRlcm5hdGlvbmFsLzQyODEyOTUtaXNyYWVsLXdpdGhkcmF3cy1kaXBsb21hdHMtZnJvbS10dXJrZXkvYW1wLw?oc=5,Negative
msf violence gaza escalates despite call ceasefire doctor without border msfusa,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LmRvY3RvcnN3aXRob3V0Ym9yZGVycy5vcmcvbGF0ZXN0L21zZi12aW9sZW5jZS1nYXphLWVzY2FsYXRlcy1kZXNwaXRlLWNhbGxzLWNlYXNlZmlyZdIBAA?oc=5,Negative
u israel conversation like friend hard question jake sullivan say face nation,https://news.google.com/rss/articles/CCAiCy1IaU42bDk0anU4mAEB?oc=5,Positive
israel rapidly expands airstrikes gaza hundred killed single day hamas say ap archive,https://news.google.com/rss/articles/CCAiCy1DOW43ODk3OWtJmAEB?oc=5,Negative
violence erupts thousand demand bangladesh pm resign voice america voa news,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2EvdmlvbGVuY2UtZXJ1cHRzLWFzLXRob3VzYW5kcy1kZW1hbmQtYmFuZ2xhZGVzaC1wbS1yZXNpZ24tLzczMzE1MDkuaHRtbNIBYmh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2FtcC92aW9sZW5jZS1lcnVwdHMtYXMtdGhvdXNhbmRzLWRlbWFuZC1iYW5nbGFkZXNoLXBtLXJlc2lnbi0vNzMzMTUwOS5odG1s?oc=5,Negative
palestinian terror leader gunman killed idf troop raid jenin camp time israel,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL3BhbGVzdGluaWFuLXRlcnJvci1sZWFkZXItMy1ndW5tZW4ta2lsbGVkLWFzLWlkZi10cm9vcHMtcmFpZC1qZW5pbi1jYW1wL9IBamh0dHBzOi8vd3d3LnRpbWVzb2Zpc3JhZWwuY29tL3BhbGVzdGluaWFuLXRlcnJvci1sZWFkZXItMy1ndW5tZW4ta2lsbGVkLWFzLWlkZi10cm9vcHMtcmFpZC1qZW5pbi1jYW1wL2FtcC8?oc=5,Negative
united state kingdom saudi arabia intergovernmental authority development together african union relaunch humanitarian ceasefire talk sudanese armed force rapid support force united department state,https://news.google.com/rss/articles/CBMi2wFodHRwczovL3d3dy5zdGF0ZS5nb3YvdGhlLXVuaXRlZC1zdGF0ZXMtdGhlLWtpbmdkb20tb2Ytc2F1ZGktYXJhYmlhLWFuZC10aGUtaW50ZXJnb3Zlcm5tZW50YWwtYXV0aG9yaXR5LW9uLWRldmVsb3BtZW50LXRvZ2V0aGVyLXdpdGgtdGhlLWFmcmljYW4tdW5pb24tcmVsYXVuY2gtaHVtYW5pdGFyaWFuLWFuZC1jZWFzZWZpcmUtdGFsa3MtYmV0d2Vlbi10aGUtc3VkYW5lc2UtYXJtZS_SAQA?oc=5,Positive
kiara advani parineeti chopra athiya shetty actress celebrate first karwa chauth year indiatimes,https://news.google.com/rss/articles/CBMiwgFodHRwczovL20udGltZXNvZmluZGlhLmNvbS9lbnRlcnRhaW5tZW50L2hpbmRpL2JvbGx5d29vZC9uZXdzL2tpYXJhLWFkdmFuaS1wYXJpbmVldGktY2hvcHJhLWF0aGl5YS1zaGV0dHktYWN0cmVzc2VzLXdoby13aWxsLWNlbGVicmF0ZS10aGVpci1maXJzdC1rYXJ3YS1jaGF1dGgtdGhpcy15ZWFyL3Bob3Rvc3RvcnkvMTA0Nzk4MTYxLmNtc9IByAFodHRwczovL20udGltZXNvZmluZGlhLmNvbS9lbnRlcnRhaW5tZW50L2hpbmRpL2JvbGx5d29vZC9uZXdzL2tpYXJhLWFkdmFuaS1wYXJpbmVldGktY2hvcHJhLWF0aGl5YS1zaGV0dHktYWN0cmVzc2VzLXdoby13aWxsLWNlbGVicmF0ZS10aGVpci1maXJzdC1rYXJ3YS1jaGF1dGgtdGhpcy15ZWFyL2FtcF9ldHBob3Rvc3RvcnkvMTA0Nzk4MTYxLmNtcw?oc=5,Positive
